工務段,國道編號,方向,里程,經度,緯度,日期,詳細類群,可能種類推測
新營,1,S,283.4,120.3179057,23.34474817,2010/4/1,中小鳥,鴿子
新營,1,S,264.4,120.3907128,23.4941535,2010/4/1,其他,無法辨識
新營,1,N,319.2,120.2522093,23.04525267,2010/4/1,中小鳥,麻雀
新營,1,S,313.6,120.2493435,23.096339,2010/4/1,中小鳥,麻雀
新營,1,S,270.8,120.3652208,23.4421785,2010/4/2,中小鳥,麻雀
新營,1,N,303.9,120.2353432,23.17965567,2010/4/2,其他,無法辨識
新營,1,N,290.5,120.2804887,23.29045883,2010/4/3,中小鳥,麻雀
新營,1,S,288.4,120.2910303,23.30778133,2010/4/3,其他,無法辨識
新營,1,S,286.1,120.3012713,23.3260385,2010/4/3,中小鳥,麻雀
新營,1,N,307.1,120.2309417,23.1513735,2010/4/3,貓狗,狗
新營,1,S,314,120.2501003,23.09288517,2010/4/3,中小鳥,麻雀
新營,1,N,252.3,120.4336393,23.59383033,2010/4/4,中小鳥,燕子
新營,1,N,295.2,120.25673,23.25450367,2010/4/4,中小鳥,麻雀
新營,1,S,273.4,120.355531,23.42050917,2010/4/5,中小鳥,麻雀
新營,1,S,260.4,120.4053815,23.52649967,2010/4/5,中小鳥,麻雀
新營,1,N,310.9,120.2430613,23.119246,2010/4/5,其他,無法辨識
新營,1,S,313.7,120.2495163,23.09546683,2010/4/5,其他,無法辨識
新營,1,N,252.3,120.4336393,23.59383033,2010/4/6,其他,無法辨識
新營,1,N,289.4,120.2852218,23.2995145,2010/4/6,中小鳥,麻雀
新營,1,S,288.7,120.2893857,23.30548367,2010/4/6,其他,無法辨識
新營,1,N,310.1,120.2401152,23.12593267,2010/4/6,中小鳥,麻雀
新營,1,N,319.2,120.2522093,23.04525267,2010/4/6,其他,無法辨識
新營,1,S,272.1,120.359142,23.43184483,2010/4/7,其他,無法辨識
新營,1,S,270.6,120.3662668,23.443665,2010/4/7,中小鳥,麻雀
新營,1,N,299.1,120.2403565,23.22270183,2010/4/7,中小鳥,麻雀
新營,1,S,316.4,120.2528148,23.07133483,2010/4/7,中小鳥,麻雀
新營,1,S,285.2,120.3057747,23.33300533,2010/4/8,中小鳥,麻雀
新營,1,N,312.4,120.2474852,23.106245,2010/4/8,中小鳥,麻雀
新營,1,N,294.1,120.2610888,23.263632,2010/4/9,中小鳥,麻雀
新營,1,S,284.2,120.3120252,23.33991367,2010/4/9,其他,無法辨識
新營,1,N,318.9,120.2527025,23.0479635,2010/4/9,中小鳥,麻雀
新營,1,S,302.3,120.236305,23.19509517,2010/4/9,中小鳥,鴿子
新營,1,N,258.7,120.4108102,23.54023783,2010/4/10,中小鳥,鴿子
新營,1,S,311.2,120.2435813,23.117281,2010/4/10,其他,無法辨識
新營,1,N,254.2,120.4268298,23.57791133,2010/4/11,中小鳥,麻雀
新營,1,S,277.7,120.3539927,23.38182133,2010/4/11,中小鳥,麻雀
新營,1,N,286.6,120.298955,23.32114117,2010/4/11,貓狗,貓
新營,1,N,296.3,120.2518632,23.24549533,2010/4/11,中小鳥,麻雀
新營,1,N,317.2,120.2534038,23.06318817,2010/4/11,其他,無法辨識
新營,1,N,293.7,120.2626488,23.2669405,2010/4/12,中小鳥,麻雀
新營,1,N,292.9,120.2664078,23.27321533,2010/4/13,中小鳥,麻雀
新營,1,S,280.7,120.3391675,23.35909733,2010/4/13,中小鳥,麻雀
新營,1,N,281,120.3365035,23.35658133,2010/4/13,其他,無法辨識
新營,1,S,316.8,120.253024,23.0677855,2010/4/13,中小鳥,麻雀
新營,1,S,311.1,120.2432548,23.11812867,2010/4/13,其他,無法辨識
新營,1,S,269.9,120.3698725,23.44884883,2010/4/14,中小鳥,麻雀
新營,1,N,272.9,120.3565935,23.42409783,2010/4/15,其他,無法辨識
新營,1,S,280.8,120.3384817,23.35853333,2010/4/15,中小鳥,麻雀
新營,1,N,294.1,120.2610888,23.263632,2010/4/15,中小鳥,麻雀
新營,1,S,301.8,120.2363533,23.19960467,2010/4/15,其他,無法辨識
新營,1,S,270.9,120.3647168,23.44145683,2010/4/16,中小鳥,麻雀
新營,1,S,314.6,120.2510757,23.08758667,2010/4/16,中小鳥,麻雀
新營,1,N,292.2,120.2708388,23.27802317,2010/4/17,中小鳥,麻雀
新營,1,S,264.3,120.3913113,23.4948115,2010/4/17,中小鳥,麻雀
新營,1,N,296.1,120.2527365,23.24710817,2010/4/17,中小鳥,麻雀
新營,1,S,307.2,120.2307323,23.15128233,2010/4/17,其他,無法辨識
新營,1,N,313.7,120.2500173,23.0946975,2010/4/18,其他,無法辨識
新營,1,S,265,120.3872105,23.48986083,2010/4/19,其他,無法辨識
新營,1,S,317.2,120.2531563,23.064223,2010/4/19,中小鳥,麻雀
